Global Volcanism Program - Volcanoes of the World 5.2.1,,,List of Volcanoes of the World for VAAC Use,,Downloaded on 16 Jul 2024 at 09:13 AM,,,,,,,,,,
VolcanoNumber,VolcanoNumber_Old,VolcanoName,State,VolcanicSubregion,SummitElevM,LatitudeNS,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeEW,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LatitudeDecimal,LongitudeDecimal
300083,1000-083,VILYUCHINSKY,Russia,Kamchatka Peninsula,2173,N,52,42,0,E,158,17,0,52.7,158.28
300084,1000-084,BARKHATNAYA SOPKA,Russia,Kamchatka Peninsula,874,N,52,48,6,E,158,14,25,52.802,158.24
300090,1000-09=,KORYAKSKY,Russia,Kamchatka Peninsula,3430,N,53,19,15,E,158,42,43,53.321,158.712
300100,1000-10=,AVACHINSKY,Russia,Kamchatka Peninsula,2717,N,53,15,22,E,158,50,10,53.256,158.836
300110,1000-11=,DZENZURSKY,Russia,Kamchatka Peninsula,2285,N,53,38,12,E,158,55,18,53.637,158.922
300120,1000-12=,ZHUPANOVSKY,Russia,Kamchatka Peninsula,2899,N,53,35,21,E,159,9,0,53.589,159.15
300121,1000-121,VEER,Russia,Kamchatka Peninsula,520,N,53,45,8,E,158,26,52,53.7525,158.4478
300122,1000-122,KOSTAKAN,Russia,Kamchatka Peninsula,1150,N,53,49,59,E,158,3,6,53.833,158.052
300123,1000-123,BAKENING,Russia,Kamchatka Peninsula,2278,N,53,54,18,E,158,4,0,53.905,158.07
300124,1000-124,ZAVARITSKY,Russia,Kamchatka Peninsula,1567,N,53,54,18,E,158,23,6,53.905,158.385
300125,1000-125,AKADEMIA NAUK,Russia,Kamchatka Peninsula,1180,N,53,59,0,E,159,27,0,53.98,159.45
300130,1000-13=,KARYMSKY,Russia,Kamchatka Peninsula,1513,N,54,2,55,E,159,26,36,54.049,159.443
300140,1000-14=,MALY SEMYACHIK,Russia,Kamchatka Peninsula,1527,N,54,8,7,E,159,40,26,54.135,159.674
300150,1000-15=,BOLSHOI SEMIACHIK,Russia,Kamchatka Peninsula,1720,N,54,19,0,E,160,1,0,54.32,160.02
300160,1000-16-,TAUNSHITS,Russia,Kamchatka Peninsula,2301,N,54,31,41,E,159,48,15,54.528,159.804
300170,1000-17=,UZON,Russia,Kamchatka Peninsula,1617,N,54,29,19,E,159,58,27,54.4885,159.9741
300180,1000-18=,KIKHPINYCH,Russia,Kamchatka Peninsula,1515,N,54,29,19,E,160,15,10,54.489,160.251
300190,1000-19=,KRASHENINNIKOV,Russia,Kamchatka Peninsula,1816,N,54,35,45,E,160,16,12,54.596,160.27
300200,1000-20=,KRONOTSKY,Russia,Kamchatka Peninsula,3482,N,54,45,11,E,160,31,58,54.753,160.533
300210,1000-21=,GAMCHEN,Russia,Kamchatka Peninsula,2539,N,54,58,27,E,160,42,12,54.974,160.703
300220,1000-22=,KOMAROV,Russia,Kamchatka Peninsula,2065,N,55,2,0,E,160,43,30,55.033,160.725
300221,1000-221,VYSOKY,Russia,Kamchatka Peninsula,2129,N,55,3,51,E,160,45,54,55.064,160.765
300230,1000-23=,KIZIMEN,Russia,Kamchatka Peninsula,2334,N,55,7,51,E,160,19,12,55.131,160.32
300240,1000-24=,TOLBACHIK,Russia,Kamchatka Peninsula,3611,N,55,49,57,E,160,19,34,55.832,160.326
300241,1000-241,UDINA,Russia,Kamchatka Peninsula,2886,N,55,45,30,E,160,31,36,55.758,160.527
300242,1000-242,ZIMINA,Russia,Kamchatka Peninsula,3057,N,55,51,42,E,160,36,12,55.862,160.603
300250,1000-25=,BEZYMIANNY,Russia,Kamchatka Peninsula,2882,N,55,58,19,E,160,35,43,55.972,160.595
300251,1000-251,KAMEN,Russia,Kamchatka Peninsula,4585,N,56,1,0,E,160,35,36,56.02,160.593
300260,1000-26=,KLYUCHEVSKOY,Russia,Kamchatka Peninsula,4754,N,56,3,20,E,160,38,31,56.056,160.642
300261,1000-261,USHKOVSKY,Russia,Kamchatka Peninsula,3943,N,56,6,48,E,160,30,32,56.113,160.509
300270,1000-27=,SHEVELUCH,Russia,Kamchatka Peninsula,3283,N,56,39,12,E,161,21,36,56.653,161.36
300271,1000-271,PIIP,Russia,Kamchatka Peninsula,-300,N,55,25,0,E,167,20,0,55.42,167.33
300272,1000-272,KHANGAR,Russia,Kamchatka Peninsula,1967,N,54,45,41,E,157,24,24,54.761,157.407
300273,1000-273,CHERPUK GROUP,Russia,Kamchatka Peninsula,1868,N,55,33,0,E,157,28,0,55.55,157.47
300280,1000-28=,ICHINSKY,Russia,Kamchatka Peninsula,3596,N,55,40,39,E,157,43,6,55.678,157.718
300360,1000-36-,BOLSHOI-KEKUKNAYSKY,Russia,Kamchatka Peninsula,1401,N,56,29,0,E,157,55,0,56.483,157.917
300450,1000-45-,ALNEY-CHASHAKONDZHA,Russia,Kamchatka Peninsula,2570,N,56,39,20,E,159,38,50,56.656,159.647
300511,1000-511,SHISHEIKA,Russia,Kamchatka Peninsula,355,N,57,9,12,E,161,5,23,57.153,161.09
300512,1000-512,TERPUK,Russia,Kamchatka Peninsula,765,N,57,12,0,E,159,50,0,57.2,159.83
300520,1000-52-,SEDANKA LAVA FIELD,Russia,Kamchatka Peninsula,1399,N,57,19,0,E,160,4,0,57.317,160.067
300550,1000-55-,GORNY INSTITUTE,Russia,Kamchatka Peninsula,2125,N,57,20,0,E,160,12,0,57.33,160.2
300551,1000-551,KINENIN,Russia,Kamchatka Peninsula,583,N,57,21,0,E,160,58,0,57.35,160.97
300552,1000-552,BLIZNETSY,Russia,Kamchatka Peninsula,265,N,57,21,0,E,161,22,0,57.35,161.37
300560,1000-56-,TITILA,Russia,Kamchatka Peninsula,1523,N,57,24,20,E,160,6,28,57.406,160.108
300590,1000-59-,ELOVSKY,Russia,Kamchatka Peninsula,1381,N,57,33,0,E,160,32,0,57.55,160.53
300650,1000-65-,NYLGIMELKIN,Russia,Kamchatka Peninsula,1764,N,57,58,0,E,160,39,0,57.97,160.65
300671,1000-671,SPOKOINY,Russia,Kamchatka Peninsula,2171,N,58,8,0,E,160,49,0,58.13,160.82
300680,1000-68-,OSTRY,Russia,Kamchatka Peninsula,2552,N,58,11,0,E,160,49,0,58.18,160.82
300700,1000-70-,SEVERNY,Russia,Kamchatka Peninsula,1936,N,58,17,0,E,160,52,0,58.28,160.87
302030,1002-03-,UDOKAN PLATEAU,Russia,Russia (southeastern),2180,N,56,17,0,E,117,46,0,56.28,117.77
302040,1002-04-,VITIM VOLCANIC FIELD,Russia,Russia (southeastern),1250,N,53,45,0,E,113,15,0,53.75,113.25
302050,1002-05-,TUNKIN DEPRESSION,Russia,Russia (southeastern),1200,N,51,30,0,E,102,30,0,51.5,102.5
302060,1002-06-,JOM-BOLOK,Russia,Russia (southeastern),2047,N,52,42,45,E,99,1,16,52.713,99.021
302070,1002-07-,AZAS PLATEAU,Russia,Russia (southeastern),2765,N,52,26,0,E,98,18,19,52.433,98.303
303010,1003-01-,TARYATU-CHULUTU,Mongolia,Mongolia,2326,N,48,8,0,E,99,57,0,48.133,99.95
303020,1003-02-,KHANUY GOL,Mongolia,Mongolia,1886,N,48,40,0,E,102,45,0,48.67,102.75
303040,1003-04-,DARIGANGA VOLCANIC FIELD,Mongolia,Mongolia,1778,N,45,45,15,E,114,16,45,45.754,114.279
304030,1004-03-,ASHIKULE VOLCANIC FIELD,China,China (western),5090,N,35,44,30,E,81,38,45,35.742,81.646
305010,1005-01-,HONGGEERTU,China,China (eastern),1605,N,41,35,24,E,113,6,40,41.59,113.111
305011,1005-011,ARXAN-CHAIHE,China,China (eastern),1677,N,47,27,0,E,120,48,0,47.45,120.8
305020,1005-02-,KELUO GROUP,China,China (eastern),670,N,49,22,0,E,125,55,0,49.37,125.92
305030,1005-03-,WUDALIANCHI,China,China (eastern),597,N,48,43,20,E,126,9,0,48.722,126.15
305040,1005-04-,JINGPOHU,China,China (eastern),1000,N,44,5,0,E,128,50,0,44.08,128.83
305050,1005-05-,LONGGANG GROUP,China,China (eastern),1000,N,42,20,0,E,126,30,0,42.33,126.5
305060,1005-06-,CHANGBAISHAN,China-North Korea,China (eastern),2744,N,41,59,0,E,128,5,0,41.98,128.08
306020,1006-02-,CHUGA-RYONG,North Korea-South Korea,Korea,452,N,38,20,0,E,127,20,0,38.33,127.33
306030,1006-03-,ULLEUNGDO,South Korea,Korea,984,N,37,30,0,E,130,52,0,37.5,130.87
306040,1006-04-,HALLA,South Korea,Korea,1919,N,33,21,41,E,126,31,46,33.361,126.53
311010,1101-01-,BULDIR,United States,Aleutian Islands,656,N,52,21,0,E,175,54,38,52.35,175.911
311020,1101-02-,KISKA,United States,Aleutian Islands,1220,N,52,6,10,E,177,36,7,52.103,177.602
311030,1101-03-,SEGULA,United States,Aleutian Islands,1160,N,52,0,55,E,178,8,8,52.015,178.136
311040,1101-04-,DAVIDOF,United States,Aleutian Islands,328,N,51,58,0,E,178,20,0,51.97,178.33
311050,1101-05-,LITTLE SITKIN,United States,Aleutian Islands,1174,N,51,57,0,E,178,32,35,51.95,178.543
311060,1101-06-,SEMISOPOCHNOI,United States,Aleutian Islands,1221,N,51,56,0,E,179,35,0,51.93,179.58
311070,1101-07-,GARELOI,United States,Aleutian Islands,1573,N,51,47,25,W,178,47,38,51.79,-178.794
311080,1101-08-,TANAGA,United States,Aleutian Islands,1806,N,51,53,6,W,178,8,45,51.885,-178.146
311090,1101-09-,TAKAWANGHA,United States,Aleutian Islands,1449,N,51,52,22,W,178,0,20,51.873,-178.006
311100,1101-10-,BOBROF,United States,Aleutian Islands,738,N,51,54,36,W,177,26,18,51.91,-177.438
311110,1101-11-,KANAGA,United States,Aleutian Islands,1307,N,51,55,22,W,177,10,4,51.923,-177.168
311111,1101-111,MOFFETT,United States,Aleutian Islands,1196,N,51,56,38,W,176,44,48,51.944,-176.747
311120,1101-12-,GREAT SITKIN,United States,Aleutian Islands,1740,N,52,4,34,W,176,7,48,52.076,-176.13
311130,1101-13-,KASATOCHI,United States,Aleutian Islands,314,N,52,10,39,W,175,30,30,52.177,-175.508
311140,1101-14-,KONIUJI,United States,Aleutian Islands,273,N,52,13,0,W,175,8,0,52.22,-175.13
311160,1101-16-,ATKA VOLCANIC COMPLEX,United States,Aleutian Islands,1518,N,52,19,51,W,174,8,20,52.331,-174.139
311180,1101-18-,SEGUAM,United States,Aleutian Islands,1054,N,52,18,55,W,172,30,35,52.315,-172.51
311190,1101-19-,AMUKTA,United States,Aleutian Islands,1066,N,52,30,0,W,171,15,8,52.5,-171.252
311200,1101-20-,CHAGULAK,United States,Aleutian Islands,1142,N,52,34,36,W,171,8,0,52.577,-171.13
311210,1101-21-,YUNASKA,United States,Aleutian Islands,550,N,52,38,22,W,170,37,54,52.6394,-170.6317
311220,1101-22-,HERBERT,United States,Aleutian Islands,1280,N,52,44,32,W,170,6,38,52.742,-170.111
311230,1101-23-,CARLISLE,United States,Aleutian Islands,1620,N,52,53,38,W,170,3,15,52.894,-170.054
311240,1101-24-,CLEVELAND,United States,Aleutian Islands,1730,N,52,49,30,W,169,56,38,52.825,-169.944
311241,1101-241,TANA,United States,Aleutian Islands,1170,N,52,50,0,W,169,46,0,52.83,-169.77
311250,1101-25-,ULIAGA,United States,Aleutian Islands,888,N,53,3,54,W,169,46,0,53.065,-169.77
311260,1101-26-,KAGAMIL,United States,Aleutian Islands,893,N,52,58,25,W,169,43,0,52.974,-169.72
311270,1101-27-,VSEVIDOF,United States,Aleutian Islands,2149,N,53,7,48,W,168,41,35,53.13,-168.693
311280,1101-28-,RECHESCHNOI,United States,Aleutian Islands,1984,N,53,9,24,W,168,32,20,53.157,-168.539
311290,1101-29-,OKMOK,United States,Aleutian Islands,1073,N,53,26,0,W,168,8,0,53.43,-168.13
311300,1101-30-,BOGOSLOF,United States,Aleutian Islands,150,N,53,56,0,W,168,2,0,53.93,-168.03
311310,1101-31-,MAKUSHIN,United States,Aleutian Islands,1800,N,53,53,27,W,166,55,22,53.891,-166.923
311320,1101-32-,AKUTAN,United States,Aleutian Islands,1303,N,54,8,4,W,165,59,10,54.134,-165.986
311340,1101-34-,WESTDAHL,United States,Aleutian Islands,1563,N,54,30,57,W,164,38,59,54.516,-164.65
311350,1101-35-,FISHER,United States,Aleutian Islands,1112,N,54,39,0,W,164,26,0,54.65,-164.43
311360,1101-36-,SHISHALDIN,United States,Aleutian Islands,2857,N,54,45,20,W,163,58,0,54.756,-163.97
311380,1101-38-,ROUNDTOP,United States,Aleutian Islands,1871,N,54,48,0,W,163,35,20,54.8,-163.589
311390,1101-39-,AMAK,United States,Aleutian Islands,547,N,55,25,6,W,163,8,50,55.4184,-163.1472
312010,1102-01-,FROSTY,United States,Alaska Peninsula,1728,N,55,4,2,W,162,50,6,55.067,-162.835
312011,1102-011,DUTTON,United States,Alaska Peninsula,1465,N,55,10,59,W,162,16,35,55.183,-162.276
312020,1102-02-,EMMONS LAKE VOLCANIC CENTER,United States,Alaska Peninsula,1534,N,55,21,7,W,162,2,40,55.3519,-162.0445
312030,1102-03-,PAVLOF,United States,Alaska Peninsula,2493,N,55,25,1,W,161,53,40,55.417,-161.894
312040,1102-04-,PAVLOF SISTER,United States,Alaska Peninsula,2142,N,55,27,25,W,161,51,14,55.457,-161.854
312050,1102-05-,DANA,United States,Alaska Peninsula,1354,N,55,38,28,W,161,12,50,55.641,-161.214
312055,,STEPOVAK BAY GROUP,United States,Alaska Peninsula,1633,N,55,55,0,W,160,1,0,55.917,-160.017
312060,1102-06-,KUPREANOF,United States,Alaska Peninsula,1895,N,56,0,40,W,159,47,50,56.011,-159.797
312070,1102-07-,VENIAMINOF,United States,Alaska Peninsula,2507,N,56,10,0,W,159,23,0,56.17,-159.38
312080,1102-08-,BLACK PEAK,United States,Alaska Peninsula,1032,N,56,33,9,W,158,47,5,56.552,-158.785
312090,1102-09-,ANIAKCHAK,United States,Alaska Peninsula,1341,N,56,53,0,W,158,10,0,56.88,-158.17
312100,1102-10-,YANTARNI,United States,Alaska Peninsula,1345,N,57,1,7,W,157,11,6,57.019,-157.185
312110,1102-11-,CHIGINAGAK,United States,Alaska Peninsula,2221,N,57,8,6,W,156,59,24,57.135,-156.99
312120,1102-12-,KIALAGVIK,United States,Alaska Peninsula,1677,N,57,12,10,W,156,44,43,57.203,-156.745
312130,1102-13-,UGASHIK-PEULIK,United States,Alaska Peninsula,1474,N,57,45,3,W,156,22,5,57.751,-156.368
312131,1102-131,UKINREK MAARS,United States,Alaska Peninsula,91,N,57,50,4,W,156,31,13,57.8344,-156.5203
312132,1102-132,UNNAMED,United States,Alaska Peninsula,402,N,57,52,14,W,155,24,38,57.87,-155.411
312140,1102-14-,MARTIN,United States,Alaska Peninsula,1863,N,58,10,20,W,155,21,40,58.172,-155.361
312150,1102-15-,MAGEIK,United States,Alaska Peninsula,2165,N,58,11,41,W,155,15,10,58.195,-155.253
312160,1102-16-,TRIDENT,United States,Alaska Peninsula,1864,N,58,14,8,W,155,6,0,58.236,-155.1
312170,1102-17-,KATMAI,United States,Alaska Peninsula,2047,N,58,16,44,W,154,57,12,58.279,-154.9533
312180,1102-18-,NOVARUPTA,United States,Alaska Peninsula,841,N,58,15,56,W,155,9,32,58.2655,-155.1588
312190,1102-19-,GRIGGS,United States,Alaska Peninsula,2317,N,58,21,14,W,155,5,30,58.354,-155.092
312200,1102-20-,SNOWY MOUNTAIN,United States,Alaska Peninsula,2162,N,58,20,8,W,154,40,55,58.336,-154.682
312210,1102-21-,DENISON,United States,Alaska Peninsula,2287,N,58,25,4,W,154,26,57,58.418,-154.449
312220,1102-22-,STELLER,United States,Alaska Peninsula,2272,N,58,26,0,W,154,24,0,58.43,-154.4
312230,1102-23-,KUKAK,United States,Alaska Peninsula,2043,N,58,27,10,W,154,21,18,58.453,-154.355
312250,1102-25-,KAGUYAK,United States,Alaska Peninsula,901,N,58,36,41,W,154,1,28,58.6113,-154.0245
312260,1102-26-,FOURPEAKED,United States,Alaska Peninsula,2105,N,58,46,12,W,153,40,20,58.77,-153.672
312270,1102-27-,DOUGLAS,United States,Alaska Peninsula,2140,N,58,51,19,W,153,32,31,58.855,-153.542
313010,1103-01-,AUGUSTINE,United States,Alaska (southwestern),1218,N,59,21,45,W,153,26,6,59.3626,-153.435
313020,1103-02-,ILIAMNA,United States,Alaska (southwestern),3053,N,60,1,55,W,153,5,25,60.032,-153.09
313030,1103-03-,REDOUBT,United States,Alaska (southwestern),3108,N,60,29,7,W,152,44,31,60.485,-152.742
313040,1103-04-,SPURR,United States,Alaska (southwestern),3374,N,61,17,58,W,152,15,4,61.299,-152.251
313050,1103-05-,HAYES,United States,Alaska (southwestern),3034,N,61,38,25,W,152,24,41,61.64,-152.411
314010,1104-01-,ST. PAUL ISLAND,United States,Alaska (western),203,N,57,10,0,W,170,12,48,57.167,-170.213
314030,1104-03-,INGAKSLUGWAT HILLS,United States,Alaska (western),190,N,61,26,0,W,164,28,0,61.43,-164.47
314040,1104-04-,ST. MICHAEL,United States,Alaska (western),715,N,63,27,0,W,162,7,0,63.45,-162.12
314060,1104-06-,IMURUK LAKE,United States,Alaska (western),610,N,65,31,0,W,163,27,0,65.517,-163.45
315001,1105-001,BUZZARD CREEK,United States,Alaska (eastern),830,N,64,3,42,W,148,25,58,64.0616,-148.4327
315020,1105-02-,WRANGELL,United States,Alaska (eastern),4278,N,62,0,21,W,144,1,1,62.006,-144.017
315030,1105-03-,CHURCHILL,United States,Alaska (eastern),5005,N,61,23,0,W,141,45,0,61.38,-141.75
315040,1105-04-,EDGECUMBE,United States,Alaska (eastern),970,N,57,3,0,W,135,45,0,57.05,-135.75
315050,1105-05-,DUNCAN CANAL,United States,Alaska (eastern),15,N,56,30,0,W,133,6,0,56.5,-133.1
315060,1105-06-,TLEVAK STRAIT-SUEMEZ ISLAND,United States,Alaska (eastern),50,N,55,15,0,W,133,18,0,55.25,-133.3
315070,1105-07-,BEHM CANAL-RUDYERD BAY,United States,Alaska (eastern),500,N,55,21,0,W,131,0,0,55.35,-131
320010,1200-01-,FORT SELKIRK,Canada,Canada,1239,N,62,56,0,W,137,23,0,62.93,-137.38
320020,1200-02-,ALLIGATOR LAKE,Canada,Canada,2217,N,60,25,0,W,135,25,0,60.42,-135.42
320030,1200-03-,ATLIN VOLCANIC FIELD,Canada,Canada,1880,N,59,42,30,W,133,21,30,59.708,-133.358
320031,1200-031,TUYA VOLCANIC FIELD,Canada,Canada,2123,N,59,22,0,W,130,35,0,59.37,-130.58
320040,1200-04-,HEART PEAKS,Canada,Canada,2012,N,58,36,0,W,131,58,0,58.6,-131.97
320050,1200-05-,LEVEL MOUNTAIN,Canada,Canada,2164,N,58,25,0,W,131,21,0,58.42,-131.35
320060,1200-06-,EDZIZA,Canada,Canada,2786,N,57,43,0,W,130,38,0,57.72,-130.63
320070,1200-07-,SPECTRUM RANGE,Canada,Canada,2430,N,57,26,0,W,130,41,0,57.43,-130.68
320080,1200-08-,HOODOO MOUNTAIN,Canada,Canada,1850,N,56,47,0,W,131,17,0,56.78,-131.28
320090,1200-09-,ISKUT-UNUK RIVER CONES,Canada,Canada,1880,N,56,34,0,W,130,45,0,56.567,-130.75
320100,1200-10-,TSEAX RIVER CONE,Canada,Canada,612,N,55,6,39,W,128,53,57,55.1109,-128.8991
320110,1200-11-,CROW LAGOON,Canada,Canada,335,N,54,42,0,W,130,14,0,54.7,-130.23
320120,1200-12-,MILBANKE SOUND GROUP,Canada,Canada,233,N,52,29,54,W,128,43,24,52.498,-128.723
320140,1200-14-,NAZKO,Canada,Canada,1238,N,52,55,42,W,123,43,57,52.928,-123.732
320150,1200-15-,WELLS GRAY-CLEARWATER,Canada,Canada,2576,N,52,20,0,W,120,34,0,52.33,-120.57
320160,1200-16-,SILVERTHRONE,Canada,Canada,2860,N,51,31,4,W,126,6,48,51.5179,-126.1133
320170,1200-17-,BRIDGE RIVER CONES,Canada,Canada,2500,N,50,48,0,W,123,24,0,50.8,-123.4
320180,1200-18-,MEAGER,Canada,Canada,2680,N,50,38,0,W,123,30,0,50.63,-123.5
320190,1200-19-,GARIBALDI LAKE,Canada,Canada,2316,N,49,56,0,W,123,0,0,49.933,-123
320200,1200-20-,GARIBALDI,Canada,Canada,2678,N,49,51,0,W,123,0,0,49.85,-123
320811,120018-A,CAYLEY VOLCANIC FIELD,Canada,Canada,2375,N,50,7,0,W,123,17,0,50.12,-123.28
321010,1201-01=,BAKER,United States,USA (Washington),3285,N,48,46,36,W,121,48,47,48.777,-121.813
321020,1201-02-,GLACIER PEAK,United States,USA (Washington),3213,N,48,6,42,W,121,6,46,48.112,-121.113
321030,1201-03-,RAINIER,United States,USA (Washington),4392,N,46,51,10,W,121,45,37,46.853,-121.76
321040,1201-04-,ADAMS,United States,USA (Washington),3742,N,46,12,20,W,121,29,23,46.206,-121.49
321050,1201-05-,ST. HELENS,United States,USA (Washington),2549,N,46,12,0,W,122,11,0,46.2,-122.18
321060,1201-06-,WEST CRATER,United States,USA (Washington),1329,N,45,53,0,W,122,5,0,45.88,-122.08
321070,1201-07-,INDIAN HEAVEN,United States,USA (Washington),1806,N,45,56,0,W,121,49,0,45.93,-121.82
322010,1202-01-,HOOD,United States,USA (Oregon),3426,N,45,22,25,W,121,41,41,45.374,-121.695
322020,1202-02-,JEFFERSON,United States,USA (Oregon),3199,N,44,40,27,W,121,47,59,44.674,-121.8
322030,1202-03-,BLUE LAKE CRATER,United States,USA (Oregon),1136,N,44,24,45,W,121,46,7,44.4125,-121.7686
322040,1202-04-,SAND MOUNTAIN FIELD,United States,USA (Oregon),1664,N,44,23,0,W,121,56,0,44.38,-121.93
322060,1202-06-,BELKNAP,United States,USA (Oregon),2095,N,44,17,7,W,121,50,28,44.285,-121.841
322070,1202-07-,THREE SISTERS,United States,USA (Oregon),3159,N,44,8,0,W,121,46,0,44.133,-121.767
322090,1202-09-,BACHELOR,United States,USA (Oregon),2763,N,43,58,46,W,121,41,15,43.979,-121.688
322100,1202-10-,DAVIS LAKE,United States,USA (Oregon),2163,N,43,34,0,W,121,49,0,43.57,-121.82
322110,1202-11-,NEWBERRY,United States,USA (Oregon),2434,N,43,43,20,W,121,13,44,43.722,-121.229
322120,1202-12-,DEVILS GARDEN,United States,USA (Oregon),1698,N,43,30,42,W,120,51,41,43.512,-120.861
322150,1202-15-,CINNAMON BUTTE,United States,USA (Oregon),1958,N,43,14,28,W,122,6,40,43.2411,-122.1111
322160,1202-16-,CRATER LAKE,United States,USA (Oregon),2487,N,42,56,30,W,122,6,24,42.942,-122.107
322170,1202-17-,DIAMOND CRATERS,United States,USA (Oregon),1435,N,43,6,0,W,118,45,0,43.1,-118.75
322190,1202-19-,JORDAN CRATERS,United States,USA (Oregon),1473,N,43,8,50,W,117,27,35,43.147,-117.46
323010,1203-01-,SHASTA,United States,USA (California),4317,N,41,24,32,W,122,11,36,41.409,-122.193
323020,1203-02-,MEDICINE LAKE,United States,USA (California),2412,N,41,36,40,W,121,33,13,41.611,-121.554
323080,1203-08-,LASSEN VOLCANIC CENTER,United States,USA (California),3187,N,40,29,30,W,121,30,30,40.492,-121.508
323100,1203-10-,CLEAR LAKE VOLCANIC FIELD,United States,USA (California),1439,N,38,58,0,W,122,46,0,38.97,-122.77
323110,1203-11-,MONO LAKE VOLCANIC FIELD,United States,USA (California),2121,N,38,0,0,W,119,2,0,38,-119.03
323120,1203-12-,MONO-INYO CRATERS,United States,USA (California),2796,N,37,48,15,W,119,1,45,37.804,-119.029
323150,1203-15-,MAMMOTH MOUNTAIN,United States,USA (California),3369,N,37,37,50,W,119,1,54,37.631,-119.032
323160,1203-16-,UBEHEBE CRATERS,United States,USA (California),752,N,37,1,0,W,117,27,0,37.02,-117.45
323200,1203-20-,SALTON BUTTES,United States,USA (California),-40,N,33,11,50,W,115,36,56,33.197,-115.616
324010,1204-01-,BLACK BUTTE CRATER LAVA FIELD,United States,USA (Idaho),1478,N,43,10,58,W,114,21,7,43.183,-114.352
324020,1204-02-,CRATERS OF THE MOON,United States,USA (Idaho),2005,N,43,22,15,W,113,29,36,43.371,-113.493
324030,1204-03-,WAPI LAVA FIELD,United States,USA (Idaho),1597,N,42,53,9,W,113,12,59,42.886,-113.216
324040,1204-04-,HELLS HALF ACRE,United States,USA (Idaho),1631,N,43,30,0,W,112,27,0,43.5,-112.45
326010,1206-01-,SODA LAKES,United States,USA (Nevada),1251,N,39,31,30,W,118,52,40,39.525,-118.8778
327040,1207-04-,MARKAGUNT PLATEAU,United States,USA (Utah),2840,N,37,35,0,W,112,40,0,37.58,-112.67
327050,1207-05-,BLACK ROCK DESERT,United States,USA (Utah),1800,N,38,58,0,W,112,30,0,38.97,-112.5
327110,1210-01-,CARRIZOZO,United States,USA (New Mexico),1731,N,33,47,0,W,105,56,0,33.78,-105.93
327120,1210-02-,ZUNI-BANDERA,United States,USA (New Mexico),2550,N,34,48,0,W,108,0,0,34.8,-108
327812,121001-B,RED HILL,United States,USA (New Mexico),2300,N,34,15,0,W,108,50,0,34.25,-108.83
328010,1208-01-,DOTSERO,United States,USA (Colorado),2230,N,39,39,41,W,107,2,8,39.6613,-107.0355
329010,1209-01-,UINKARET FIELD,United States,USA (Arizona),1555,N,36,23,0,W,113,8,0,36.38,-113.13
329020,1209-02-,SAN FRANCISCO VOLCANIC FIELD,United States,USA (Arizona),3850,N,35,20,48,W,111,40,41,35.347,-111.678
331005,,WEST VALLEY SEGMENT,Canada,Pacific Ocean (northern),-2550,N,48,46,48,W,128,38,24,48.78,-128.64
331010,1301-01-,ENDEAVOUR SEGMENT,Canada,Pacific Ocean (northern),-2050,N,47,57,0,W,129,6,0,47.95,-129.1
331011,1301-011,COBB SEGMENT,Canada,Pacific Ocean (northern),-2100,N,46,53,0,W,129,20,0,46.88,-129.33
331020,1301-02-,COAXIAL SEGMENT,Undersea Features,Pacific Ocean (northern),-2400,N,46,31,0,W,129,35,0,46.52,-129.58
331021,1301-021,AXIAL SEAMOUNT,Undersea Features,Pacific Ocean (northern),-1410,N,45,57,0,W,130,0,0,45.95,-130
331030,1301-03-,CLEFT SEGMENT,Undersea Features,Pacific Ocean (northern),-2140,N,44,50,0,W,130,18,0,44.83,-130.3
331031,1301-031,NORTH GORDA RIDGE SEGMENT,United States,Pacific Ocean (northern),-3000,N,42,40,0,W,126,47,0,42.67,-126.78
331032,999999-6,JACKSON SEGMENT,United States,Pacific Ocean (northern),-3100,N,42,9,0,W,127,3,0,42.15,-127.05
331040,1301-04-,ESCANABA SEGMENT,United States,Pacific Ocean (northern),-1700,N,40,59,0,W,127,30,0,40.98,-127.5
331060,,EAST BLANCO DEPRESSION,Undersea Features,Pacific Ocean (northern),-3000,N,44,16,1,W,129,52,44,44.267,-129.879
332000,1302-00-,KAMAEHUAKANALOA,United States,Hawaiian Islands,-975,N,18,55,0,W,155,16,0,18.92,-155.27
332010,1302-01-,KILAUEA,United States,Hawaiian Islands,1222,N,19,25,16,W,155,17,12,19.421,-155.287
332020,1302-02=,MAUNA LOA,United States,Hawaiian Islands,4170,N,19,28,30,W,155,36,30,19.475,-155.608
332030,1302-03-,MAUNA KEA,United States,Hawaiian Islands,4205,N,19,49,0,W,155,28,0,19.82,-155.47
332040,1302-04-,HUALALAI,United States,Hawaiian Islands,2523,N,19,41,30,W,155,52,0,19.692,-155.87
332060,1302-06-,HALEAKALA,United States,Hawaiian Islands,3055,N,20,42,30,W,156,15,0,20.708,-156.25
333010,1303-01-,TEAHITIA,France,Pacific Ocean (central),-1743,S,17,33,49,W,148,49,14,-17.564,-148.821
333020,1303-02-,ROCARD,France,Pacific Ocean (central),-2515,S,17,39,42,W,148,35,9,-17.662,-148.586
