Global Volcanism Program - Volcanoes of the World 5.2.1,,,List of Volcanoes of the World for VAAC Use,,Downloaded on 16 Jul 2024 at 09:13 AM,,,,,,,,,,
VolcanoNumber,VolcanoNumber_Old,VolcanoName,State,VolcanicSubregion,SummitElevM,LatitudeNS,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeEW,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LatitudeDecimal,LongitudeDecimal
241131,0401-131,RUMBLE II WEST,New Zealand,New Zealand,-1200,S,35,21,12,E,178,31,36,-35.353,178.527
241140,0401-14-,HEALY,New Zealand,New Zealand,-980,S,35,0,13,E,178,58,21,-35.004,178.973
241150,0401-15-,BROTHERS,New Zealand,New Zealand,-1350,S,34,52,30,E,179,4,0,-34.875,179.0667
242001,0402-001,WRIGHT,New Zealand,Kermadec Islands,-900,S,31,51,0,W,179,11,0,-31.85,-179.18
242005,0402-005,HAVRE SEAMOUNT,New Zealand,Kermadec Islands,-897,S,31,4,49,W,179,2,0,-31.08,-179.033
242010,0402-01=,CURTIS ISLAND,New Zealand,Kermadec Islands,47,S,30,32,34,W,178,33,22,-30.543,-178.556
242021,0402-021,MACAULEY,New Zealand,Kermadec Islands,238,S,30,12,37,W,178,28,29,-30.21,-178.475
242022,0402-022,GIGGENBACH,New Zealand,Kermadec Islands,-65,S,30,2,9,W,178,42,45,-30.036,-178.712
242030,0402-03=,RAOUL ISLAND,New Zealand,Kermadec Islands,516,S,29,16,0,W,177,55,0,-29.27,-177.92
242050,0402-05-,MONOWAI,New Zealand,Kermadec Islands,-132,S,25,53,15,W,177,11,17,-25.887,-177.188
243001,0403-001,UNNAMED,Tonga,Tonga Islands,-385,S,24,48,0,W,177,1,0,-24.8,-177.02
243010,0403-01=,UNNAMED,Tonga,Tonga Islands,-68,S,21,20,16,W,175,38,59,-21.338,-175.65
243011,0403-011,UNNAMED,Tonga,Tonga Islands,-65,S,21,9,0,W,175,45,0,-21.15,-175.75
243030,0403-03=,UNNAMED,Tonga,Tonga Islands,-296,S,20,51,8,W,175,33,1,-20.852,-175.55
243040,0403-04=,HUNGA TONGA-HUNGA HAAPAI,Tonga,Tonga Islands,114,S,20,33,12,W,175,23,3,-20.5532,-175.3841
243050,0403-05=,FONUAFO'OU,Tonga,Tonga Islands,-17,S,20,19,0,W,175,25,0,-20.32,-175.42
243060,0403-06=,TOFUA,Tonga,Tonga Islands,515,S,19,45,0,W,175,4,0,-19.75,-175.07
243061,0403-061,KAO,Tonga,Tonga Islands,1009,S,19,40,6,W,175,0,59,-19.668,-175.016
243070,0403-07=,LATEIKI,Tonga,Tonga Islands,43,S,19,11,0,W,174,52,0,-19.18,-174.87
243080,0403-08=,HOME REEF,Tonga,Tonga Islands,-10,S,18,59,30,W,174,46,30,-18.992,-174.775
243090,0403-09=,LATE,Tonga,Tonga Islands,540,S,18,48,20,W,174,39,0,-18.806,-174.65
243091,0403-091,UNNAMED,Tonga,Tonga Islands,-40,S,18,19,29,W,174,21,55,-18.325,-174.365
243100,0403-10=,FONUALEI,Tonga,Tonga Islands,188,S,18,1,22,W,174,19,1,-18.023,-174.317
243101,0403-101,TAFAHI,Tonga,Tonga Islands,546,S,15,51,14,W,173,44,51,-15.854,-173.747
243102,0403-102,CURACOA,Tonga,Tonga Islands,-33,S,15,37,0,W,173,40,0,-15.62,-173.67
243110,0403-11=,NIUAFOOU,Tonga,Tonga Islands,260,S,15,36,0,W,175,38,0,-15.6,-175.63
243111,,DUGONG,Tonga,Tonga Islands,-1170,S,15,25,51,W,175,43,31,-15.431,-175.725
243112,,LOBSTER,Tonga,Tonga Islands,-1500,S,15,20,0,W,176,17,0,-15.333,-176.283
243120,0403-12-,TAFU-MAKA,Tonga,Tonga Islands,-1400,S,15,22,0,W,174,14,0,-15.37,-174.23
243130,0403-13-,WEST MATA,Tonga,Tonga Islands,-1174,S,15,6,0,W,173,45,0,-15.1,-173.75
243140,,NIUATAHI,Tonga,Tonga Islands,-1270,S,15,22,3,W,174,0,10,-15.3675,-174.0028
244000,0404-00-,VAILULUU,United States,Samoan and Wallis Islands,-592,S,14,12,54,W,169,3,30,-14.215,-169.058
244001,0404-001,TAU,United States,Samoan and Wallis Islands,931,S,14,14,0,W,169,27,15,-14.23,-169.454
244010,0404-01=,OFU-OLOSEGA,United States,Samoan and Wallis Islands,639,S,14,10,30,W,169,37,6,-14.175,-169.618
244020,0404-02-,TUTUILA,United States,Samoan and Wallis Islands,653,S,14,17,25,W,170,42,7,-14.2903,-170.7019
244021,,MALUMALU,United States,Samoan and Wallis Islands,-145,S,14,36,5,W,169,47,12,-14.601,-169.787
244030,0404-03-,UPOLU,Samoa,Samoan and Wallis Islands,1100,S,13,56,6,W,171,43,0,-13.935,-171.72
244040,0404-04=,SAVAII,Samoa,Samoan and Wallis Islands,1858,S,13,36,42,W,172,31,30,-13.612,-172.525
245010,0405-01-,TAVEUNI,Fiji,Fiji Islands,1241,S,16,50,28,W,179,57,52,-16.8412,-179.9644
245030,0405-03-,NABUKELEVU,Fiji,Fiji Islands,791,S,19,7,5,E,177,58,54,-19.1181,177.9815
250010,0500-01=,ST. ANDREW STRAIT,Papua New Guinea,Admiralty Islands,270,S,2,23,0,E,147,21,0,-2.38,147.35
250030,0500-03-,CENTRAL BISMARCK SEA,Papua New Guinea,Admiralty Islands,-1300,S,3,2,0,E,147,47,0,-3.03,147.78
251001,0501-001,BLUP BLUP,Papua New Guinea,Northeast of New Guinea,402,S,3,30,24,E,144,36,18,-3.507,144.605
251002,0501-002,KADOVAR,Papua New Guinea,Northeast of New Guinea,365,S,3,36,31,E,144,35,17,-3.608,144.588
251010,0501-01=,BAM,Papua New Guinea,Northeast of New Guinea,685,S,3,36,45,E,144,49,6,-3.613,144.818
251011,0501-011,BOISA,Papua New Guinea,Northeast of New Guinea,240,S,3,59,40,E,144,57,48,-3.994,144.963
251020,0501-02=,MANAM,Papua New Guinea,Northeast of New Guinea,1807,S,4,4,48,E,145,2,14,-4.08,145.037
251030,0501-03=,KARKAR,Papua New Guinea,Northeast of New Guinea,1839,S,4,38,50,E,145,58,35,-4.647,145.976
251041,0501-041,HANKOW REEF,Papua New Guinea,Northeast of New Guinea,-5,S,4,53,0,E,146,43,0,-4.883,146.717
251050,0501-05=,LONG ISLAND,Papua New Guinea,Northeast of New Guinea,1280,S,5,21,30,E,147,7,0,-5.358,147.12
251060,0501-06=,UMBOI,Papua New Guinea,Northeast of New Guinea,1335,S,5,35,30,E,147,53,30,-5.592,147.892
251070,0501-07=,RITTER ISLAND,Papua New Guinea,Northeast of New Guinea,75,S,5,31,10,E,148,6,53,-5.519,148.115
251080,0501-08=,SAKAR,Papua New Guinea,Northeast of New Guinea,992,S,5,24,50,E,148,5,40,-5.414,148.094
252010,0502-01=,LANGILA,Papua New Guinea,New Britain,1330,S,5,31,30,E,148,25,0,-5.525,148.42
252040,0502-04=,DAKATAUA,Papua New Guinea,New Britain,408,S,3,2,44,E,150,5,59,-5.0455,150.0996
252050,0502-05=,BOLA,Papua New Guinea,New Britain,1116,S,5,8,29,E,150,2,15,-5.141,150.038
252060,0502-06=,GARUA HARBOUR,Papua New Guinea,New Britain,565,S,5,18,0,E,150,4,0,-5.3,150.07
252070,0502-07=,KRUMMEL-GARBUNA-WELCKER,Papua New Guinea,New Britain,564,S,5,24,59,E,150,1,36,-5.416,150.027
252071,0502-071,LOLO,Papua New Guinea,New Britain,796,S,5,27,56,E,150,30,31,-5.466,150.509
252080,0502-08=,WITORI,Papua New Guinea,New Britain,724,S,5,34,28,E,150,30,58,-5.5745,150.5161
252090,0502-09=,SULU RANGE,Papua New Guinea,New Britain,610,S,5,30,0,E,150,56,30,-5.5,150.942
252100,0502-10=,HARGY,Papua New Guinea,New Britain,1148,S,5,20,0,E,151,6,0,-5.33,151.1
252110,0502-11=,BAMUS,Papua New Guinea,New Britain,2248,S,5,12,0,E,151,14,0,-5.2,151.23
252120,0502-12=,ULAWUN,Papua New Guinea,New Britain,2334,S,5,3,0,E,151,20,0,-5.05,151.33
252130,0502-13=,LOLOBAU,Papua New Guinea,New Britain,878,S,4,54,56,E,151,9,42,-4.9156,151.1617
252140,0502-14=,RABAUL,Papua New Guinea,New Britain,688,S,4,14,45,E,152,11,37,-4.2459,152.1937
252150,0502-15-,TAVUI,Papua New Guinea,New Britain,200,S,4,6,32,E,152,12,48,-4.1089,152.2134
253010,0503-01=,LAMINGTON,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,1680,S,8,57,0,E,148,9,0,-8.95,148.15
253011,0503-011,HYDROGRAPHERS RANGE,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,1915,S,9,0,0,E,148,22,0,-9,148.37
253021,0503-021,MANAGLASE PLATEAU,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,1342,S,9,5,0,E,148,20,0,-9.08,148.33
253030,0503-03=,VICTORY,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,1832,S,9,12,1,E,149,4,19,-9.2003,149.072
253040,0503-04=,SESSAGARA HILLS,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,493,S,9,33,15,E,149,7,40,-9.5542,149.1278
253041,0503-041,GOODENOUGH,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,220,S,9,21,30,E,150,14,45,-9.358,150.246
253050,0503-05=,IAMALELE,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,194,S,9,30,20,E,150,31,26,-9.5056,150.5239
253060,0503-06=,DAWSON STRAIT GROUP,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,500,S,9,37,0,E,150,53,0,-9.62,150.88
254010,0504-01=,LIHIR,Papua New Guinea,New Ireland,700,S,3,7,30,E,152,38,30,-3.125,152.642
254020,0504-02=,AMBITLE,Papua New Guinea,New Ireland,450,S,4,5,0,E,153,39,0,-4.08,153.65
255010,0505-01=,BALBI,Papua New Guinea,Bougainville and Solomon Islands,2715,S,5,54,56,E,155,0,3,-5.9156,155.0008
255011,0505-011,BILLY MITCHELL,Papua New Guinea,Bougainville and Solomon Islands,1544,S,6,5,23,E,155,13,31,-6.0898,155.2254
255020,0505-02=,BAGANA,Papua New Guinea,Bougainville and Solomon Islands,1855,S,6,8,14,E,155,11,46,-6.137,155.196
255021,0505-021,TAKUAN GROUP,Papua New Guinea,Bougainville and Solomon Islands,2210,S,6,26,30,E,155,36,30,-6.442,155.608
255030,0505-03=,LOLORU,Papua New Guinea,Bougainville and Solomon Islands,1887,S,6,31,0,E,155,37,0,-6.52,155.62
255050,0505-05=,SIMBO,Solomon Islands,Bougainville and Solomon Islands,335,S,8,17,30,E,156,31,0,-8.292,156.52
255052,0505-052,KANA KEOKI,Solomon Islands,Bougainville and Solomon Islands,-700,S,8,45,0,E,157,2,0,-8.75,157.03
255053,0505-053,COLEMAN SEAMOUNT,Solomon Islands,Bougainville and Solomon Islands,-717,S,8,50,28,E,157,9,38,-8.841,157.16
255060,0505-06=,KAVACHI,Solomon Islands,Bougainville and Solomon Islands,-20,S,8,59,29,E,157,58,43,-8.991,157.979
255061,0505-061,UNNAMED,Solomon Islands,Bougainville and Solomon Islands,-240,S,8,55,0,E,158,2,0,-8.92,158.03
255062,0505-062,GALLEGO,Solomon Islands,Bougainville and Solomon Islands,1000,S,9,21,0,E,159,44,0,-9.35,159.73
255070,0505-07=,SAVO,Solomon Islands,Bougainville and Solomon Islands,485,S,9,8,0,E,159,49,0,-9.13,159.82
256010,0506-01=,TINAKULA,Solomon Islands,Santa Cruz Islands,796,S,10,23,10,E,165,48,13,-10.386,165.804
257001,0507-001,MOTLAV,Vanuatu,Vanuatu,411,S,13,40,0,E,167,40,0,-13.67,167.67
257010,0507-01=,SURETAMATAI,Vanuatu,Vanuatu,921,S,13,48,0,E,167,28,0,-13.8,167.47
257020,0507-02=,GAUA,Vanuatu,Vanuatu,729,S,14,16,53,E,167,30,51,-14.281,167.514
257030,0507-03=,AMBAE,Vanuatu,Vanuatu,1496,S,15,23,22,E,167,50,6,-15.389,167.835
257040,0507-04=,AMBRYM,Vanuatu,Vanuatu,1334,S,16,15,0,E,168,7,0,-16.25,168.12
257050,0507-05=,LOPEVI,Vanuatu,Vanuatu,1413,S,16,30,24,E,168,20,45,-16.507,168.346
257060,0507-06=,EAST EPI,Vanuatu,Vanuatu,833,S,16,40,47,E,168,23,21,-16.6797,168.3893
257070,0507-07=,KUWAE,Vanuatu,Vanuatu,-2,S,16,49,49,E,168,31,22,-16.8304,168.5227
257081,0507-081,NGUNA-EMAU,Vanuatu,Vanuatu,589,S,17,27,8,E,168,21,11,-17.4522,168.353
257090,0507-09=,TRAITORS HEAD,Vanuatu,Vanuatu,817,S,18,45,15,E,169,14,15,-18.754,169.238
257100,0507-10=,YASUR,Vanuatu,Vanuatu,361,S,19,31,54,E,169,26,49,-19.532,169.447
258001,0508-001,GEMINI-OSCOSTAR,Vanuatu,Pacific Ocean (southwestern),-33,S,20,57,25,E,170,7,48,-20.957,170.13
258010,0508-01=,MATTHEW ISLAND,France - claimed by Vanuatu,Pacific Ocean (southwestern),177,S,22,20,0,E,171,19,0,-22.33,171.32
258020,0508-02=,HUNTER ISLAND,France - claimed by Vanuatu,Pacific Ocean (southwestern),297,S,22,24,0,E,172,3,0,-22.4,172.05
259010,0509-01-,NEWER VOLCANICS PROVINCE,Australia,Australia,1011,S,37,46,0,E,142,30,0,-37.77,142.5
259804,050900-E,MCBRIDE VOLCANIC PROVINCE,Australia,Australia,1020,S,18,22,0,E,144,34,0,-18.367,144.567
260001,0600-001,NARCONDUM,India,Andaman Islands,710,N,13,26,0,E,94,17,0,13.43,94.28
260010,0600-01=,BARREN ISLAND,India,Andaman Islands,354,N,12,16,40,E,93,51,30,12.278,93.858
261020,0601-02=,SEULAWAH AGAM,Indonesia,Sumatra,1810,N,5,26,51,E,95,39,28,5.448,95.658
261030,0601-03=,PEUET SAGUE,Indonesia,Sumatra,2785,N,4,54,12,E,96,17,21,4.903,96.289
261050,0601-05=,BUR NI TELONG,Indonesia,Sumatra,2617,N,4,46,8,E,96,49,16,4.769,96.821
261070,0601-07=,SINGKUT,Indonesia,Sumatra,2181,N,3,14,16,E,98,30,36,3.2379,98.5127
261080,0601-08=,SINABUNG,Indonesia,Sumatra,2460,N,3,10,0,E,98,23,30,3.17,98.392
261090,0601-09=,TOBA,Indonesia,Sumatra,2157,N,2,36,30,E,98,50,30,2.6083,98.8417
261110,0601-11=,SIBUALBUALI,Indonesia,Sumatra,1819,N,1,33,20,E,99,15,19,1.556,99.255
261111,0601-111,LUBUKRAYA,Indonesia,Sumatra,1862,N,1,28,40,E,99,12,33,1.478,99.209
261120,0601-12=,SORIKMARAPI,Indonesia,Sumatra,2145,N,0,41,9,E,99,32,22,0.686,99.539
261121,0601-121,MALINTANG,Indonesia,Sumatra,1983,N,0,28,0,E,99,40,0,0.47,99.67
261130,0601-13=,TALAKMAU,Indonesia,Sumatra,2919,N,0,4,45,E,99,59,0,0.079,99.98
261140,0601-14=,MARAPI,Indonesia,Sumatra,2885,S,0,22,49,E,100,28,25,-0.38,100.474
261150,0601-15=,TANDIKAT-SINGGALANG,Indonesia,Sumatra,2854,S,0,23,24,E,100,19,53,-0.39,100.331
261160,0601-16=,TALANG,Indonesia,Sumatra,2575,S,0,58,45,E,100,40,53,-0.979,100.681
261170,0601-17=,KERINCI,Indonesia,Sumatra,3800,S,1,41,50,E,101,15,52,-1.697,101.264
261180,0601-18=,SUMBING,Indonesia,Sumatra,2507,S,2,24,51,E,101,43,39,-2.414,101.728
261200,0601-20=,HULULAIS,Indonesia,Sumatra,2122,S,3,14,50,E,102,14,19,-3.247,102.239
261210,0601-21=,BUKIT DAUN,Indonesia,Sumatra,2467,S,3,23,0,E,102,22,0,-3.38,102.37
261220,0601-22=,KABA,Indonesia,Sumatra,1940,S,3,31,21,E,102,36,53,-3.522,102.615
261230,0601-23=,DEMPO,Indonesia,Sumatra,3142,S,4,0,56,E,103,7,16,-4.016,103.121
261231,0601-231,PATAH,Indonesia,Sumatra,2836,S,4,15,26,E,103,18,21,-4.257,103.306
261251,0601-251,RANAU,Indonesia,Sumatra,1854,S,4,52,15,E,103,55,30,-4.871,103.925
261270,0601-27=,SUOH,Indonesia,Sumatra,1000,S,5,15,0,E,104,16,0,-5.25,104.27
261290,0601-29=,RAJABASA,Indonesia,Sumatra,1281,S,5,47,0,E,105,37,30,-5.78,105.625
262000,0602-00=,KRAKATAU,Indonesia,Krakatau,285,S,6,6,3,E,105,25,24,-6.1009,105.4233
263010,0603-01=,PULOSARI,Indonesia,Java,1324,S,6,20,33,E,105,58,39,-6.343,105.978
263020,0603-02=,KARANG,Indonesia,Java,1768,S,6,16,6,E,106,2,59,-6.268,106.05
263040,0603-04=,PERBAKTI-GAGAK,Indonesia,Java,1726,S,6,45,0,E,106,40,30,-6.75,106.675
263050,0603-05=,SALAK,Indonesia,Java,2218,S,6,42,56,E,106,44,0,-6.716,106.733
263060,0603-06=,GEDE-PANGRANGO,Indonesia,Java,3026,S,6,47,10,E,106,58,58,-6.786,106.983
263070,0603-07=,PATUHA,Indonesia,Java,2422,S,7,9,45,E,107,23,59,-7.162,107.4
263090,0603-09=,TANGKUBAN PARAHU,Indonesia,Java,2084,S,6,46,0,E,107,36,0,-6.77,107.6
263100,0603-10=,PAPANDAYAN,Indonesia,Java,2665,S,7,19,0,E,107,44,0,-7.32,107.73
263110,0603-11=,KENDANG,Indonesia,Java,2594,S,7,14,41,E,107,42,31,-7.245,107.709
263130,0603-13=,GUNTUR,Indonesia,Java,2251,S,7,8,34,E,107,50,29,-7.143,107.841
263131,0603-131,TAMPOMAS,Indonesia,Java,1690,S,6,45,50,E,107,57,40,-6.7639,107.9612
263140,0603-14=,GALUNGGUNG,Indonesia,Java,2168,S,7,15,0,E,108,3,30,-7.25,108.058
263150,0603-15=,TALAGABODAS,Indonesia,Java,2201,S,7,12,30,E,108,4,0,-7.208,108.07
263170,0603-17=,CIREMAI,Indonesia,Java,3039,S,6,53,43,E,108,24,29,-6.895,108.408
263180,0603-18=,SLAMET,Indonesia,Java,3428,S,7,14,30,E,109,12,30,-7.242,109.208
263200,0603-20=,DIENG VOLCANIC COMPLEX,Indonesia,Java,2565,S,7,12,0,E,109,52,45,-7.2,109.879
263210,0603-21=,SUNDORO,Indonesia,Java,3147,S,7,18,9,E,109,59,45,-7.302,109.996
263220,0603-22=,SUMBING,Indonesia,Java,3371,S,7,23,3,E,110,4,13,-7.384,110.07
263230,0603-23=,UNGARAN,Indonesia,Java,2033,S,7,11,15,E,110,20,44,-7.1876,110.3455
263231,0603-231,TELOMOYO,Indonesia,Java,1864,S,7,21,41,E,110,24,1,-7.362,110.4
263240,0603-24=,MERBABU,Indonesia,Java,3118,S,7,27,15,E,110,26,23,-7.454,110.44
263250,0603-25=,MERAPI,Indonesia,Java,2910,S,7,32,25,E,110,26,47,-7.54,110.446
263260,0603-26=,LAWU,Indonesia,Java,3265,S,7,37,30,E,111,11,30,-7.625,111.192
263270,0603-27=,WILIS,Indonesia,Java,2563,S,7,48,30,E,111,45,30,-7.808,111.758
263280,0603-28=,KELUD,Indonesia,Java,1730,S,7,56,5,E,112,18,50,-7.935,112.314
263281,0603-281,KAWI-BUTAK,Indonesia,Java,2651,S,7,55,0,E,112,27,0,-7.92,112.45
263290,0603-29=,ARJUNO-WELIRANG,Indonesia,Java,3343,S,7,43,58,E,112,34,29,-7.733,112.575
263291,0603-291,PENANGGUNGAN,Indonesia,Java,1631,S,7,36,56,E,112,37,13,-7.616,112.62
263300,0603-30=,SEMERU,Indonesia,Java,3657,S,8,6,28,E,112,55,21,-8.108,112.922
263310,0603-31=,TENGGER CALDERA,Indonesia,Java,2329,S,7,56,30,E,112,57,0,-7.942,112.95
263320,0603-32=,LAMONGAN,Indonesia,Java,1641,S,7,58,51,E,113,20,28,-7.981,113.341
263330,0603-33=,IYANG-ARGAPURA,Indonesia,Java,3088,S,7,58,0,E,113,34,0,-7.97,113.57
263340,0603-34=,RAUNG,Indonesia,Java,3260,S,8,7,10,E,114,3,20,-8.119,114.056
263350,0603-35=,IJEN,Indonesia,Java,2769,S,8,3,30,E,114,14,30,-8.058,114.242
263351,0603-351,BALURAN,Indonesia,Java,1247,S,7,51,0,E,114,22,0,-7.85,114.37
264001,0604-001,BUYAN-BRATAN,Indonesia,Lesser Sunda Islands,2244,S,8,17,0,E,115,8,0,-8.283,115.133
264010,0604-01=,BATUR,Indonesia,Lesser Sunda Islands,1711,S,8,14,25,E,115,22,39,-8.2403,115.3775
264020,0604-02=,AGUNG,Indonesia,Lesser Sunda Islands,2997,S,8,20,35,E,115,30,27,-8.343,115.508
264030,0604-03=,RINJANI,Indonesia,Lesser Sunda Islands,3726,S,8,25,0,E,116,28,0,-8.42,116.47
264040,0604-04=,TAMBORA,Indonesia,Lesser Sunda Islands,2850,S,8,15,0,E,118,0,0,-8.25,118
264050,0604-05=,SANGEANG API,Indonesia,Lesser Sunda Islands,1912,S,8,12,0,E,119,4,0,-8.2,119.07
264060,0604-06=,WAI SANO,Indonesia,Lesser Sunda Islands,1319,S,8,44,4,E,120,0,27,-8.7345,120.0074
264071,0604-071,RANAKAH,Indonesia,Lesser Sunda Islands,2288,S,8,38,13,E,120,31,49,-8.637,120.5302
264080,0604-08=,INIERIE,Indonesia,Lesser Sunda Islands,2245,S,8,52,30,E,120,57,0,-8.875,120.95
264090,0604-09=,INIELIKA,Indonesia,Lesser Sunda Islands,1559,S,8,44,0,E,120,59,0,-8.73,120.98
264100,0604-10=,EBULOBO,Indonesia,Lesser Sunda Islands,2096,S,8,48,59,E,121,11,26,-8.817,121.191
264110,0604-11=,IYA,Indonesia,Lesser Sunda Islands,618,S,8,53,28,E,121,38,29,-8.891,121.641
264140,0604-14=,KELIMUTU,Indonesia,Lesser Sunda Islands,1639,S,8,46,0,E,121,49,0,-8.77,121.82
264150,0604-15=,PALUWEH,Indonesia,Lesser Sunda Islands,875,S,8,19,0,E,121,42,30,-8.32,121.708
264160,0604-16=,EGON,Indonesia,Lesser Sunda Islands,1661,S,8,40,33,E,122,27,18,-8.676,122.455
264180,0604-18=,LEWOTOBI,Indonesia,Lesser Sunda Islands,1703,S,8,32,30,E,122,46,30,-8.542,122.775
264200,0604-20=,LEROBOLENG,Indonesia,Lesser Sunda Islands,1095,S,8,21,53,E,122,49,58,-8.365,122.833
264220,0604-22=,ILIBOLENG,Indonesia,Lesser Sunda Islands,1659,S,8,20,30,E,123,15,30,-8.342,123.258
264230,0604-23=,LEWOTOLOK,Indonesia,Lesser Sunda Islands,1431,S,8,16,27,E,123,30,27,-8.274,123.508
264240,0604-24=,ILILABALEKAN,Indonesia,Lesser Sunda Islands,1018,S,8,33,0,E,123,23,0,-8.55,123.38
264250,0604-25=,ILIWERUNG,Indonesia,Lesser Sunda Islands,583,S,8,31,56,E,123,34,24,-8.532,123.573
264260,0604-26=,BATU TARA,Indonesia,Lesser Sunda Islands,633,S,7,47,27,E,123,35,7,-7.791,123.585
264270,0604-27=,SIRUNG,Indonesia,Lesser Sunda Islands,1347,S,8,29,50,E,124,7,50,-8.4972,124.1306
265040,0605-04=,WURLALI,Indonesia,Banda Sea,868,S,7,7,30,E,128,40,30,-7.125,128.675
265050,0605-05=,TEON,Indonesia,Banda Sea,728,S,6,58,35,E,129,8,39,-6.976,129.144
265060,0605-06=,NILA,Indonesia,Banda Sea,781,S,6,44,0,E,129,30,0,-6.73,129.5
265070,0605-07=,SERUA,Indonesia,Banda Sea,608,S,6,18,45,E,130,1,0,-6.312,130.017
265080,0605-08=,MANUK,Indonesia,Banda Sea,257,S,5,32,36,E,130,18,12,-5.543,130.303
265090,0605-09=,BANDA API,Indonesia,Banda Sea,596,S,4,31,23,E,129,52,52,-4.523,129.881
266010,0606-01=,COLO,Indonesia,Sulawesi,404,S,0,9,44,E,121,36,3,-0.162,121.601
266020,0606-02=,AMBANG,Indonesia,Sulawesi,1795,N,0,45,0,E,124,25,0,0.75,124.42
266030,0606-03=,SOPUTAN,Indonesia,Sulawesi,1785,N,1,6,42,E,124,44,12,1.112,124.737
266100,0606-10=,LOKON-EMPUNG,Indonesia,Sulawesi,1580,N,1,21,30,E,124,47,30,1.358,124.792
266110,0606-11=,MAHAWU,Indonesia,Sulawesi,1299,N,1,21,6,E,124,51,54,1.352,124.865
266120,0606-12=,KLABAT,Indonesia,Sulawesi,1968,N,1,27,13,E,125,1,53,1.454,125.031
266130,0606-13=,TANGKOKO-DUASUDARA,Indonesia,Sulawesi,1334,N,1,31,5,E,125,11,5,1.518,125.185
267010,0607-01=,RUANG,Indonesia,Sangihe Islands,725,N,2,18,0,E,125,22,0,2.3,125.37
267020,0607-02=,KARANGETANG,Indonesia,Sangihe Islands,1797,N,2,46,51,E,125,24,25,2.781,125.407
267030,0607-03=,BANUA WUHU,Indonesia,Sangihe Islands,-5,N,3,8,16,E,125,29,26,3.138,125.491
267040,0607-04=,AWU,Indonesia,Sangihe Islands,1318,N,3,41,20,E,125,26,50,3.689,125.447
268001,0608-001,TARAKAN,Indonesia,Halmahera,317,N,1,49,56,E,127,49,29,1.832,127.825
268010,0608-01=,DUKONO,Indonesia,Halmahera,1273,N,1,41,57,E,127,52,42,1.6992,127.8783
268020,0608-02-,TOBARU,Indonesia,Halmahera,1035,N,1,38,0,E,127,40,0,1.63,127.67
268030,0608-03=,IBU,Indonesia,Halmahera,1325,N,1,29,15,E,127,38,0,1.488,127.63
268040,0608-04=,GAMKONORA,Indonesia,Halmahera,1635,N,1,23,0,E,127,32,0,1.38,127.53
268050,0608-05=,TODOKO-RANU,Indonesia,Halmahera,979,N,1,14,20,E,127,27,20,1.2389,127.4556
268051,0608-051,JAILOLO,Indonesia,Halmahera,993,N,1,4,49,E,127,26,22,1.08,127.439
268052,0608-052,HIRI,Indonesia,Halmahera,630,N,0,54,0,E,127,19,0,0.9,127.32
268060,0608-06=,GAMALAMA,Indonesia,Halmahera,1714,N,0,48,36,E,127,19,56,0.81,127.3322
268061,0608-061,KIE MATUBU,Indonesia,Halmahera,1713,N,0,39,44,E,127,24,11,0.6623,127.4029
268062,0608-062,MARE,Indonesia,Halmahera,308,N,0,34,0,E,127,24,0,0.57,127.4
268063,0608-063,MOTI,Indonesia,Halmahera,927,N,0,27,14,E,127,24,40,0.454,127.411
268070,0608-07=,KIE BESI,Indonesia,Halmahera,1357,N,0,19,0,E,127,24,0,0.32,127.4
268071,0608-071,TIGALALU,Indonesia,Halmahera,422,N,0,4,0,E,127,25,0,0.07,127.42
268072,0608-072,AMASING,Indonesia,Halmahera,1006,S,0,31,30,E,127,29,44,-0.5249,127.4956
268073,0608-073,BIBINOI,Indonesia,Halmahera,932,S,0,45,41,E,127,43,30,-0.761,127.725
271010,0701-01=,BALUT,Philippines,Mindanao,840,N,5,23,54,E,125,22,34,5.398,125.376
271011,0701-011,MELEBINGOY,Philippines,Mindanao,1824,N,6,6,48,E,124,53,30,6.113,124.892
271020,0701-02=,MATUTUM,Philippines,Mindanao,2262,N,6,21,38,E,125,4,35,6.3604,125.0765
271030,0701-03=,APO,Philippines,Mindanao,2938,N,6,59,20,E,125,16,10,6.989,125.269
271031,0701-031,LEONARD RANGE,Philippines,Mindanao,1080,N,7,22,54,E,126,2,48,7.382,126.047
271040,0701-04=,MAKATURING,Philippines,Mindanao,1818,N,7,38,37,E,124,19,2,7.644,124.317
271060,0701-06=,RAGANG,Philippines,Mindanao,2790,N,7,41,28,E,124,30,25,7.691,124.507
271061,0701-061,KALATUNGAN,Philippines,Mindanao,2824,N,7,57,0,E,124,48,0,7.95,124.8
271070,0701-07=,MUSUAN,Philippines,Mindanao,610,N,7,52,35,E,125,4,11,7.8765,125.0697
